"data","nu_ano","nu_dia","nu_semestre","ds_semestre","ds_codanosemestre","ds_semestreano","nu_trimestre","ds_trimestre","nu_codanotrimestre","ds_trimestreano","nu_mes","ds_mes","sigla_mes","nu_anomes","ds_anomes","nu_diasemana","ds_diasemana","ds_siglasemana"
"2000-05-31",2000,31,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",5,"MAIO","MAI",200005,"MAI/2000",4,"QUARTA","QUA"
"2000-06-01",2000,1,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",5,"QUINTA","QUI"
"2000-06-02",2000,2,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",6,"SEXTA","SEX"
"2000-06-03",2000,3,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",7,"SABADO","SAB"
"2000-06-04",2000,4,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",1,"DOMINGO","DOM"
"2000-06-05",2000,5,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",2,"SEGUNDA","SEG"
"2000-06-06",2000,6,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",3,"TERCA","TER"
"2000-06-07",2000,7,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",4,"QUARTA","QUA"
"2000-06-08",2000,8,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",5,"QUINTA","QUI"
"2000-06-09",2000,9,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",6,"SEXTA","SEX"
"2000-06-10",2000,10,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",7,"SABADO","SAB"
"2000-06-11",2000,11,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",1,"DOMINGO","DOM"
"2000-06-12",2000,12,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",2,"SEGUNDA","SEG"
"2000-06-13",2000,13,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",3,"TERCA","TER"
"2000-06-14",2000,14,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",4,"QUARTA","QUA"
"2000-06-15",2000,15,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",5,"QUINTA","QUI"
"2000-06-16",2000,16,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",6,"SEXTA","SEX"
"2000-06-17",2000,17,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",7,"SABADO","SAB"
"2000-06-18",2000,18,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",1,"DOMINGO","DOM"
"2000-06-19",2000,19,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",2,"SEGUNDA","SEG"
"2000-06-20",2000,20,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",3,"TERCA","TER"
"2000-06-21",2000,21,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",4,"QUARTA","QUA"
"2000-06-22",2000,22,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",5,"QUINTA","QUI"
"2000-06-23",2000,23,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",6,"SEXTA","SEX"
"2000-06-24",2000,24,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",7,"SABADO","SAB"
"2000-06-25",2000,25,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",1,"DOMINGO","DOM"
"2000-06-26",2000,26,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",2,"SEGUNDA","SEG"
"2000-06-27",2000,27,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",3,"TERCA","TER"
"2000-06-28",2000,28,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",4,"QUARTA","QUA"
"2000-06-29",2000,29,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",5,"QUINTA","QUI"
"2000-06-30",2000,30,1,"1º Sem.",20001,"S1/2000",2,"2º Trim.",20002,"T2/2000",6,"JUNHO","JUN",200006,"JUN/2000",6,"SEXTA","SEX"
"2000-07-01",2000,1,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",7,"SABADO","SAB"
"2000-07-02",2000,2,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",1,"DOMINGO","DOM"
"2000-07-03",2000,3,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",2,"SEGUNDA","SEG"
"2000-07-04",2000,4,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",3,"TERCA","TER"
"2000-07-05",2000,5,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",4,"QUARTA","QUA"
"2000-07-06",2000,6,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",5,"QUINTA","QUI"
"2000-07-07",2000,7,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",6,"SEXTA","SEX"
"2000-07-08",2000,8,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",7,"SABADO","SAB"
"2000-07-09",2000,9,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",1,"DOMINGO","DOM"
"2000-07-10",2000,10,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",2,"SEGUNDA","SEG"
"2000-07-11",2000,11,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",3,"TERCA","TER"
"2000-07-12",2000,12,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",4,"QUARTA","QUA"
"2000-07-13",2000,13,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",5,"QUINTA","QUI"
"2000-07-14",2000,14,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",6,"SEXTA","SEX"
"2000-07-15",2000,15,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",7,"SABADO","SAB"
"2000-07-16",2000,16,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",1,"DOMINGO","DOM"
"2000-07-17",2000,17,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",2,"SEGUNDA","SEG"
"2000-07-18",2000,18,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",3,"TERCA","TER"
"2000-07-19",2000,19,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",4,"QUARTA","QUA"
"2000-07-20",2000,20,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",5,"QUINTA","QUI"
"2000-07-21",2000,21,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",6,"SEXTA","SEX"
"2000-07-22",2000,22,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",7,"SABADO","SAB"
"2000-07-23",2000,23,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",1,"DOMINGO","DOM"
"2000-07-24",2000,24,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",2,"SEGUNDA","SEG"
"2000-07-25",2000,25,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",3,"TERCA","TER"
"2000-07-26",2000,26,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",4,"QUARTA","QUA"
"2000-07-27",2000,27,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",5,"QUINTA","QUI"
"2000-07-28",2000,28,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",6,"SEXTA","SEX"
"2000-07-29",2000,29,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",7,"SABADO","SAB"
"2000-07-30",2000,30,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",1,"DOMINGO","DOM"
"2000-07-31",2000,31,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",7,"JULHO","JUL",200007,"JUL/2000",2,"SEGUNDA","SEG"
"2000-08-01",2000,1,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",3,"TERCA","TER"
"2000-08-02",2000,2,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",4,"QUARTA","QUA"
"2000-08-03",2000,3,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",5,"QUINTA","QUI"
"2000-08-04",2000,4,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",6,"SEXTA","SEX"
"2000-08-05",2000,5,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",7,"SABADO","SAB"
"2000-08-06",2000,6,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",1,"DOMINGO","DOM"
"2000-08-07",2000,7,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",2,"SEGUNDA","SEG"
"2000-08-08",2000,8,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",3,"TERCA","TER"
"2000-08-09",2000,9,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",4,"QUARTA","QUA"
"2000-08-10",2000,10,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",5,"QUINTA","QUI"
"2000-08-11",2000,11,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",6,"SEXTA","SEX"
"2000-08-12",2000,12,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",7,"SABADO","SAB"
"2000-08-13",2000,13,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",1,"DOMINGO","DOM"
"2000-08-14",2000,14,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",2,"SEGUNDA","SEG"
"2000-08-15",2000,15,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",3,"TERCA","TER"
"2000-08-16",2000,16,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",4,"QUARTA","QUA"
"2000-08-17",2000,17,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",5,"QUINTA","QUI"
"2000-08-18",2000,18,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",6,"SEXTA","SEX"
"2000-08-19",2000,19,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",7,"SABADO","SAB"
"2000-08-20",2000,20,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",1,"DOMINGO","DOM"
"2000-08-21",2000,21,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",2,"SEGUNDA","SEG"
"2000-08-22",2000,22,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",3,"TERCA","TER"
"2000-08-23",2000,23,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",4,"QUARTA","QUA"
"2000-08-24",2000,24,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",5,"QUINTA","QUI"
"2000-08-25",2000,25,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",6,"SEXTA","SEX"
"2000-08-26",2000,26,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",7,"SABADO","SAB"
"2000-08-27",2000,27,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",1,"DOMINGO","DOM"
"2000-08-28",2000,28,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",2,"SEGUNDA","SEG"
"2000-08-29",2000,29,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",3,"TERCA","TER"
"2000-08-30",2000,30,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",4,"QUARTA","QUA"
"2000-08-31",2000,31,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",8,"AGOSTO","AGO",200008,"AGO/2000",5,"QUINTA","QUI"
"2000-09-01",2000,1,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",6,"SEXTA","SEX"
"2000-09-02",2000,2,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",7,"SABADO","SAB"
"2000-09-03",2000,3,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",1,"DOMINGO","DOM"
"2000-09-04",2000,4,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",2,"SEGUNDA","SEG"
"2000-09-05",2000,5,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",3,"TERCA","TER"
"2000-09-06",2000,6,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",4,"QUARTA","QUA"
"2000-09-07",2000,7,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",5,"QUINTA","QUI"
"2000-09-08",2000,8,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",6,"SEXTA","SEX"
"2000-09-09",2000,9,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",7,"SABADO","SAB"
"2000-09-10",2000,10,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",1,"DOMINGO","DOM"
"2000-09-11",2000,11,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",2,"SEGUNDA","SEG"
"2000-09-12",2000,12,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",3,"TERCA","TER"
"2000-09-13",2000,13,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",4,"QUARTA","QUA"
"2000-09-14",2000,14,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",5,"QUINTA","QUI"
"2000-09-15",2000,15,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",6,"SEXTA","SEX"
"2000-09-16",2000,16,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",7,"SABADO","SAB"
"2000-09-17",2000,17,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",1,"DOMINGO","DOM"
"2000-09-18",2000,18,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",2,"SEGUNDA","SEG"
"2000-09-19",2000,19,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",3,"TERCA","TER"
"2000-09-20",2000,20,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",4,"QUARTA","QUA"
"2000-09-21",2000,21,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",5,"QUINTA","QUI"
"2000-09-22",2000,22,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",6,"SEXTA","SEX"
"2000-09-23",2000,23,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",7,"SABADO","SAB"
"2000-09-24",2000,24,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",1,"DOMINGO","DOM"
"2000-09-25",2000,25,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",2,"SEGUNDA","SEG"
"2000-09-26",2000,26,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",3,"TERCA","TER"
"2000-09-27",2000,27,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",4,"QUARTA","QUA"
"2000-09-28",2000,28,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",5,"QUINTA","QUI"
"2000-09-29",2000,29,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",6,"SEXTA","SEX"
"2000-09-30",2000,30,2,"2º Sem.",20002,"S2/2000",3,"3º Trim.",20003,"T3/2000",9,"SETEMBRO","SET",200009,"SET/2000",7,"SABADO","SAB"
"2000-10-01",2000,1,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",1,"DOMINGO","DOM"
"2000-10-02",2000,2,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",2,"SEGUNDA","SEG"
"2000-10-03",2000,3,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",3,"TERCA","TER"
"2000-10-04",2000,4,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",4,"QUARTA","QUA"
"2000-10-05",2000,5,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",5,"QUINTA","QUI"
"2000-10-06",2000,6,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",6,"SEXTA","SEX"
"2000-10-07",2000,7,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",7,"SABADO","SAB"
"2000-10-08",2000,8,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",1,"DOMINGO","DOM"
"2000-10-09",2000,9,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",2,"SEGUNDA","SEG"
"2000-10-10",2000,10,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",3,"TERCA","TER"
"2000-10-11",2000,11,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",4,"QUARTA","QUA"
"2000-10-12",2000,12,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",5,"QUINTA","QUI"
"2000-10-13",2000,13,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",6,"SEXTA","SEX"
"2000-10-14",2000,14,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",7,"SABADO","SAB"
"2000-10-15",2000,15,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",1,"DOMINGO","DOM"
"2000-10-16",2000,16,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",2,"SEGUNDA","SEG"
"2000-10-17",2000,17,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",3,"TERCA","TER"
"2000-10-18",2000,18,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",4,"QUARTA","QUA"
"2000-10-19",2000,19,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",5,"QUINTA","QUI"
"2000-10-20",2000,20,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",6,"SEXTA","SEX"
"2000-10-21",2000,21,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",7,"SABADO","SAB"
"2000-10-22",2000,22,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",1,"DOMINGO","DOM"
"2000-10-23",2000,23,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",2,"SEGUNDA","SEG"
"2000-10-24",2000,24,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",3,"TERCA","TER"
"2000-10-25",2000,25,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",4,"QUARTA","QUA"
"2000-10-26",2000,26,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",5,"QUINTA","QUI"
"2000-10-27",2000,27,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",6,"SEXTA","SEX"
"2000-10-28",2000,28,2,"2º Sem.",20002,"S2/2000",4,"4º Trim.",20004,"T4/2000",10,"OUTUBRO","OUT",200010,"OUT/2000",7,"SABADO","SAB"
